Technology,Green roof type,Plant species,Irrigation,PV panel type,PV panels and GR locations,Distance PV-green roof [cm],Distance PV-basecase roof [cm],Season,Base case roof situation,Building type,Base case roof,Base case insulation,Roof slope,Item,Item type,Item scale,Item class,Original monetary value,u.m.,Original year(s) at which the item is accounted,Green roof lifetime [years],Actual year(s) at which the item is accounted,Actual monetary value at the accounting year,Inflation adjustment ratio [GDP deflator 2020/GDP deflator year],PPP Exchange rate [€ EU27-2020/ local currency-2020],Adjusted Monetary value [EU27 2020 €/m2],Method for monetary value,Quantiative absolute evaluation,u.m.3,Method for absolute evaluation,Quantiative absolute evaluation 2,u.m. 3,Method for absolute evaluation 2,Climate,Continent,Country,City,Authors,Year,Title,Study type,"WTP Correction factor [GDPpc,EU27-year/GDPpc,country-year)",Unusable monetary value,Case-study ID,Old inflaction correction,Old PPP exchange,Old adjusted value
Green roof,Semi-intensive,,,,,,,annual average,Already constructed,mix of multiple,black roof,,,CO2 uptake,benefit,societal,socio-environmental,1.6662,2016 KRW/m2,every year,10,every year,1.6662,1.030,0.001,0.00133092240,"Avoided cost (unspecified type of damage cost of CO2, avoided through uptake)",,,,,,,Cwa,Asia,South Korea,Seoul,"Gwak et al.,",2017,Optimal location selection for the installation of urban green roofs considering honeybee habitats along with socio-economic and environmental effects,Cost-Benefit Analysis,,,Gwak - Seoul,2.508207583,0.694,0.002402161
Green roof,Extensive,,no,,,,,annual average,To be constructed,,black roof,,flat,CO2 uptake,benefit,societal,socio-environmental,7246.60,2019 KRW/m2,every year,not mentioned,every year,7246.5963,1.013,0.001,5.68793747505,"Avoided cost (unspecified carbon trade price, avoided through uptake)",,,,,,,Cwa,Asia,South Korea,Seoul,"Shin & Kim,",2018,Analysing Green Roof Effects in an Urban Environment: A Case of Bangbae dong Seoul,Cost-Benefit Analysis,,,Shin & Kim 2018 - Seoul,1,0.000773685,5.606586337
Green roof,Extensive,,,,,,,annual average,Already constructed,,,,,Comfort increase,benefit,urban,socio-environmental,0.0005,2019 KRW/m2,every year,20,every year,0.0005,1.013,0.001,0.00000039435,"Contingent valuation, WTP",,,,,,,Cwa,Asia,South Korea,Seoul,"Shin & Kim,",2019,"Benefit-Cost Analysis of Green Roof Initiative Projects. The Case of Jung-gu, Seoul",Cost-Benefit Analysis,1.097776069,,Shin & Kim 2019 - Seoul,1,0.000773685,3.88706E-07
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Disposal of green roof,cost,building,financial,0.002,2012 US$/m2,last year,40,last year,0.0020,1.000,0.668,0.00133618400,Market value,,,,,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,0.001934291
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Disposal of green roof,cost,building,financial,0.002,2012 US$/m2,last year,55,last year,0.0020,1.000,0.668,0.00133618400,Market value,,,,,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,0.001934291
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Disposal of green roof,cost,building,financial,0.01,2012 US$/m2,last year,40,last year,0.0089,1.000,0.668,0.00594601880,Market value,,,,,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,0.008607596
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Disposal of green roof,cost,building,financial,0.01,2012 US$/m2,last year,55,last year,0.0089,1.000,0.668,0.00594601880,Market value,,,,,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,0.008607596
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Disposal of green roof,cost,building,financial,0.03,2012 US$/m2,last year,40,last year,0.0300,1.000,0.668,0.02004276000,Market value,,,,,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,0.029014368
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Disposal of green roof,cost,building,financial,0.03,2012 US$/m2,last year,55,last year,0.0300,1.000,0.668,0.02004276000,Market value,,,,,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,0.029014368
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Disposal of green roof,cost,building,financial,0.20,2012 US$/m2,last year,40,last year,0.2000,1.000,0.668,0.13361840000,Market value,,,,,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,0.193429118
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Disposal of green roof,cost,building,financial,0.20,2012 US$/m2,last year,55,last year,0.2000,1.000,0.668,0.13361840000,Market value,,,,,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,0.193429118
Green roof,Semi-intensive,,,,,,,annual average,Already constructed,mix of multiple,black roof,,,Disposal of green roof,cost,building,financial,0.3260,2016 KRW/m2,every year,10,last year,3.2599,1.030,0.001,0.00260397862,,,,,,,,Cwa,Asia,South Korea,Seoul,"Gwak et al.,",2017,Optimal location selection for the installation of urban green roofs considering honeybee habitats along with socio-economic and environmental effects,Cost-Benefit Analysis,,,Gwak - Seoul,2.508207583,0.694,0.004699879
Green roof,Extensive,,yes,,,,,annual average,Already constructed,,black roof,,,Disposal of green roof,cost,building,financial,0.58,2017 UYU/m2,last year,30,last year,0.5762,1.289,0.023,0.01743318991,Market value,,,,,,,Cfa,South America,Uruguay,Montevideo,"Vincent et al.,",2017,Enhancing the Economic Value of Large Investments in Sustainable Drainage Systems (SuDS) through Inclusion of Econsystems Services Benefits,Cost-Benefit Analysis,,,Vincent - Montevideo,1.619024104,0.687,0.022245391
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,Already constructed,Railway station,black roof,non-insulated,flat,Disposal of green roof,cost,building,financial,85.00,2018 €/m2,last year,40,last year,85.0000,1.042,1.173,103.85584511814,Market value,,,,,,,Csa,Europe,Portugal,Lisbon,"Silva et al.,",2019,The socioeconomic feasibility of greening rail stations: a case study in Lisbon,Cost-Benefit Analysis,,,Silva - Lisbon,1.096062997,1.187390543,110.6236612
Green roof,Semi-intensive,,,,,,,annual average,Already constructed,mix of multiple,black roof,,,Disposal of green roof,cost,building,financial,156.96,2016 KRW/m2,every year,10,last year,1569.5680,1.030,0.001,1.25376748216,,,,,,,,Cwa,Asia,South Korea,Seoul,"Gwak et al.,",2017,Optimal location selection for the installation of urban green roofs considering honeybee habitats along with socio-economic and environmental effects,Cost-Benefit Analysis,,,Gwak - Seoul,2.508207583,0.694,2.262904882
Green roof,Extensive,,no,,,,,annual average,Already constructed,,black roof,,flat,Disposal of green roof,cost,building,financial,30859.28,2019 KRW/m2,last year,not mentioned,last year,30859.2849,1.013,0.001,24.22181068177,Market value,,,,,,,Cwa,Asia,South Korea,Seoul,"Shin & Kim,",2018,Analysing Green Roof Effects in an Urban Environment: A Case of Bangbae dong Seoul,Cost-Benefit Analysis,,,Shin & Kim 2018 - Seoul,1,0.000773685,23.87538074
Green roof,Extensive,,,,,,,annual average,Already constructed,,,,,Disposal of green roof,cost,building,financial,110000.00,2019 KRW/m2,last year,20,last year,110000.0000,1.013,0.001,86.34027600572,Market value,,,,,,,Cwa,Asia,South Korea,Seoul,"Shin & Kim,",2019,"Benefit-Cost Analysis of Green Roof Initiative Projects. The Case of Jung-gu, Seoul",Cost-Benefit Analysis,,,Shin & Kim 2019 - Seoul,1,0.000773685,85.10540313
Photovoltaic-green roof,Extensive,sedum,not mentioned,"Monocrystalline silicon (JA Solar, JAM5(L) 72-180, i.e., 180W)",Same location,,,annual average,,residential,gravel roof,non-insulated,flat,Electricity generation,benefit,building,financial,3.69,2012 $/m2/year,every year,not mentioned,every year,3.6857,1.136,0.668,2.79789135313,Market value (electricity sold),"See sheet ""Additional data on PV benefits""",,,,,,Cfa,North America,USA,"New York, NY","Perez et al.,",2012,Green-roof integrated PV canopies - an empirical study and teaching tool for low income students in the south bronx,Photovoltaic Performance Analysis,,,Perez - New York,1.308722044,0.739,3.564623898
Photovoltaic-green roof,Extensive,sedum,not mentioned,"Monocrystalline silicon (JA Solar, JAM5(L) 72-180, i.e., 180W)",Same location,,,summer,,residential,gravel roof,non-insulated,flat,Electricity generation,benefit,building,financial,3.69,2012 $/m2/year,every year,not mentioned,every year,3.6908,1.136,0.668,2.80171584824,Market value (electricity sold),"See sheet ""Additional data on PV benefits""",,,,,,Cfa,North America,USA,"New York, NY","Perez et al.,",2012,Green-roof integrated PV canopies - an empirical study and teaching tool for low income students in the south bronx,Photovoltaic Performance Analysis,,,Perez - New York,1.308722044,0.739,3.569496456
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,Already constructed,Railway station,black roof,non-insulated,flat,Electricity generation,benefit,building,financial,3.82931327,2018 €/m2,every year,40,every year,3.8293,1.042,1.173,4.67878312994,Market value (electricity sold),170.14,kWh/m2/year,,0.02,€/kWh,"Derived from data provided by authors. 
whereby: 708.97 €/year is given by the author as PV revenue surplus of the PV-GR system compared to PV-black roof system
(0.225*140000) kWh/year is the surplus energy produced by the PV-GR system compared to the PV-black roof system",Csa,Europe,Portugal,Lisbon,"Silva et al.,",2019,The socioeconomic feasibility of greening rail stations: a case study in Lisbon,Cost-Benefit Analysis,,,Silva - Lisbon,1.096062997,1.187390543,4.983678281
Photovoltaic-green roof,Extensive,moss,not mentioned,Polycrystalline (ET Solar 275 W PV modules),Same location,51,13,annual average,,residential,black roof,non-insulated,flat,Electricity generation,benefit,building,financial,13.02,2012 $/m2/year,every year,not mentioned,every year,13.0158,1.136,0.668,9.88052057218,Market value (electricity sold),"See sheet ""Additional data on PV benefits""",,,,,,Cfa,North America,USA,"Pittsburgh, PA","Nagengast et al., ",2013,Variations in photovoltaic performance due to climate and low-slope roof choice,Photovoltaic performance analysis,,,Nagengast - Pittsburgh,1.308722044,0.739,12.58817278
Photovoltaic-green roof,Extensive,moss,not mentioned,Polycrystalline (ET Solar 275 W PV modules),Same location,51,13,summer,,residential,black roof,non-insulated,flat,Electricity generation,benefit,building,financial,13.20,2012 $/m2/year,every year,not mentioned,every year,13.1989,1.136,0.668,10.01954297219,Market value (electricity sold),"See sheet ""Additional data on PV benefits""",,,,,,Cfa,North America,USA,"Pittsburgh, PA","Nagengast et al., ",2013,Variations in photovoltaic performance due to climate and low-slope roof choice,Photovoltaic performance analysis,,,Nagengast - Pittsburgh,1.308722044,0.739,12.76529279
Photovoltaic-green roof,Extensive,moss,not mentioned,Polycrystalline (ET Solar 275 W PV modules),Same location,51,13,annual average,,residential,black roof,non-insulated,,Electricity generation,benefit,building,financial,13.91,2012 $/m2/year,every year,not mentioned,every year,13.9059,1.136,0.668,10.55617874927,Market value (electricity sold),"See sheet ""Additional data on PV benefits""",,,,,,Csa,North America,USA,"Phoenix, AZ","Nagengast et al., ",2013,Variations in photovoltaic performance due to climate and low-slope roof choice,Photovoltaic performance analysis,,,Nagengast - Phoenix,1.308722044,0.739,13.44898793
Photovoltaic-green roof,Extensive,moss,not mentioned,Polycrystalline (ET Solar 275 W PV modules),Same location,51,13,summer,,residential,black roof,non-insulated,,Electricity generation,benefit,building,financial,13.93,2012 $/m2/year,every year,not mentioned,every year,13.9333,1.136,0.668,10.57702016832,Market value (electricity sold),"See sheet ""Additional data on PV benefits""",,,,,,Csa,North America,USA,"Phoenix, AZ","Nagengast et al., ",2013,Variations in photovoltaic performance due to climate and low-slope roof choice,Photovoltaic performance analysis,,,Nagengast - Phoenix,1.308722044,0.739,13.47554072
Photovoltaic-green roof,Extensive,moss,not mentioned,Polycrystalline (ET Solar 275 W PV modules),Same location,51,13,annual average,,residential,black roof,non-insulated,,Electricity generation,benefit,building,financial,14.05,2012 $/m2/year,every year,not mentioned,every year,14.0458,1.136,0.668,10.66240945815,Market value (electricity sold),"See sheet ""Additional data on PV benefits""",,,,,,Cfa,North America,USA,"Huntsville, AL","Nagengast et al., ",2013,Variations in photovoltaic performance due to climate and low-slope roof choice,Photovoltaic performance analysis,,,Nagengast - Huntsville,1.308722044,0.739,13.58433004
Photovoltaic-green roof,Extensive,moss,not mentioned,Polycrystalline (ET Solar 275 W PV modules),Same location,51,13,summer,,residential,black roof,non-insulated,,Electricity generation,benefit,building,financial,14.12,2012 $/m2/year,every year,not mentioned,every year,14.1156,1.136,0.668,10.71540354095,Market value (electricity sold),"See sheet ""Additional data on PV benefits""",,,,,,Cfa,North America,USA,"Huntsville, AL","Nagengast et al., ",2013,Variations in photovoltaic performance due to climate and low-slope roof choice,Photovoltaic performance analysis,,,Nagengast - Huntsville,1.308722044,0.739,13.6518466
Photovoltaic-green roof,Extensive,gazania,not mentioned,"Polycrystalline silicon PV panel (Atersa A5P, 5W, 36 cells)",Same location,2,2,summer,,residential,gravel roof,non-insulated,flat,Electricity generation,benefit,building,financial,17.48,2019 LU €/m2/year,every year,not mentioned,every year,17.4778,1.023,0.779,13.94083694395,Market value (electricity sold),"See sheet ""Additional data on PV benefits""",,,,,,Bsk,Europe,Spain,Lleida,Chemisana & Lamnatou,2014,Photovoltaic-green roofs: An experimental evaluation of system performance,Photovoltaic Performance Analysis,,,Chemisana & Lamnatou - Lleida,1,0.79338843,13.86671837
Photovoltaic-green roof,Extensive,sedum,not mentioned,"Polycrystalline silicon PV panel (Atersa A5P, 5W, 36 cells)",Same location,2,2,summer,,residential,gravel roof,non-insulated,flat,Electricity generation,benefit,building,financial,17.66,2019 LU €/m2/year,every year,not mentioned,every year,17.6637,1.023,0.779,14.08910861601,Market value (electricity sold),"See sheet ""Additional data on PV benefits""",,,,,,Bsk,Europe,Spain,Lleida,Chemisana & Lamnatou,2014,Photovoltaic-green roofs: An experimental evaluation of system performance,Photovoltaic Performance Analysis,,,Chemisana & Lamnatou - Lleida,1,0.79338843,14.01420173
Photovoltaic-green roof,Extensive,dianthus,yes,"Monocrystalline silicon (SolarWorld 175 W PV)
modules)",Same location,24,24,summer,,residential,white roof,non-insulated,flat,Electricity generation,benefit,building,financial,19.21,2019 LU €/m2/year,every year,not mentioned,every year,19.2094,1.023,0.779,15.32195807342,Market value (electricity sold),"See sheet ""Additional data on PV benefits""",,,,,,Csb,North America,USA,"Portland, OR","Ogaili & Sailor, ",2016,Measuring the Effect of Vegetated Roofs on the Performance of Photovoltaic Panels in a Combined System,Photovoltaic Performance Analysis,,,Ogaili & Sailor - Portland,1,0.79338843,15.24049656
Photovoltaic-green roof,Extensive,dianthus,yes,"Monocrystalline silicon (SolarWorld 175 W PV)
modules)",Same location,18,18,summer,,residential,white roof,non-insulated,flat,Electricity generation,benefit,building,financial,19.22,2019 LU €/m2/year,every year,not mentioned,every year,19.2227,1.023,0.779,15.33261100414,Market value (electricity sold),"See sheet ""Additional data on PV benefits""",,,,,,Csb,North America,USA,"Portland, OR","Ogaili & Sailor, ",2016,Measuring the Effect of Vegetated Roofs on the Performance of Photovoltaic Panels in a Combined System,Photovoltaic Performance Analysis,,,Ogaili & Sailor - Portland,1,0.79338843,15.25109285
Photovoltaic-green roof,Extensive,dianthus,yes,"Monocrystalline silicon (SolarWorld 175 W PV)
modules)",Same location,24,24,summer,,residential,black roof,non-insulated,flat,Electricity generation,benefit,building,financial,19.27,2019 LU €/m2/year,every year,not mentioned,every year,19.2704,1.023,0.779,15.37065718529,Market value (electricity sold),"See sheet ""Additional data on PV benefits""",,,,,,Csb,North America,USA,"Portland, OR","Ogaili & Sailor, ",2016,Measuring the Effect of Vegetated Roofs on the Performance of Photovoltaic Panels in a Combined System,Photovoltaic Performance Analysis,,,Ogaili & Sailor - Portland,1,0.79338843,15.28893675
